,StockID,ending_date,up_prob,ret_val,MarketCap
0,USDT_1000SHIB_perpetual_swap,2023-06-01,0.65988255,0.017251566,8463.0
1,USDT_1000SHIB_perpetual_swap,2023-07-01,0.5912008,0.0010460251,7648.0
2,USDT_1000SHIB_perpetual_swap,2023-08-01,0.40089712,-0.033428166,8436.0
3,USDT_1000SHIB_perpetual_swap,2023-09-01,0.51076597,-0.00836184,7893.0
4,USDT_1000SHIB_perpetual_swap,2023-10-01,0.44546977,-0.027500996,7527.0
5,USDT_1000SHIB_perpetual_swap,2023-11-01,0.44809288,-0.014901076,7986.0
6,USDT_1000SHIB_perpetual_swap,2023-12-01,0.5886747,0.019584429,8374.0
7,USDT_ADA_perpetual_swap,2023-06-01,0.64244217,0.037585735,364500.0
8,USDT_ADA_perpetual_swap,2023-07-01,0.47192016,-0.0013675214,292500.0
9,USDT_ADA_perpetual_swap,2023-08-01,0.39985505,-0.036070853,310500.0
10,USDT_ADA_perpetual_swap,2023-09-01,0.61846733,0.0035280283,255100.0
11,USDT_ADA_perpetual_swap,2023-10-01,0.42010966,-0.023702031,265800.0
12,USDT_ADA_perpetual_swap,2023-11-01,0.5484022,0.050357375,307800.0
13,USDT_ADA_perpetual_swap,2023-12-01,0.618766,0.036401454,384600.0
14,USDT_BNB_perpetual_swap,2023-06-01,0.6434527,0.007570544,305130000.0
15,USDT_BNB_perpetual_swap,2023-07-01,0.46885324,-0.0053204354,248100000.0
16,USDT_BNB_perpetual_swap,2023-08-01,0.47314158,-0.029081961,247920000.0
17,USDT_BNB_perpetual_swap,2023-09-01,0.6077567,0.0032291277,213680000.0
18,USDT_BNB_perpetual_swap,2023-10-01,0.46430358,-0.0151633145,218290000.0
19,USDT_BNB_perpetual_swap,2023-11-01,0.47124076,0.017093267,228160000.0
20,USDT_BNB_perpetual_swap,2023-12-01,0.5780949,0.0030177126,228650000.0
21,USDT_DOGE_perpetual_swap,2023-06-01,0.63185287,0.016386556,71400.0
22,USDT_DOGE_perpetual_swap,2023-07-01,0.5046469,-0.0068593114,68520.0
23,USDT_DOGE_perpetual_swap,2023-08-01,0.45185357,-0.050524432,78180.0
24,USDT_DOGE_perpetual_swap,2023-09-01,0.51110756,-0.0061080656,63850.0
25,USDT_DOGE_perpetual_swap,2023-10-01,0.4277362,-0.018512659,63200.0
26,USDT_DOGE_perpetual_swap,2023-11-01,0.4211224,-0.015498262,69040.0
27,USDT_DOGE_perpetual_swap,2023-12-01,0.5922814,0.02929269,83980.0
28,USDT_LDO_perpetual_swap,2023-06-01,0.5425433,0.10560169,2083300.0
29,USDT_LDO_perpetual_swap,2023-07-01,0.5245769,-0.0037877017,2138500.0
30,USDT_LDO_perpetual_swap,2023-08-01,0.4302493,-0.04804234,1946200.0
31,USDT_LDO_perpetual_swap,2023-09-01,0.5861129,-0.0028084384,1531100.0
32,USDT_LDO_perpetual_swap,2023-10-01,0.40525675,-0.076128654,1694500.0
33,USDT_LDO_perpetual_swap,2023-11-01,0.41800395,-0.06811195,1886600.0
34,USDT_LDO_perpetual_swap,2023-12-01,0.6192163,0.018491402,2390300.0
35,USDT_LINK_perpetual_swap,2023-06-01,0.6719852,0.017026644,6343000.0
36,USDT_LINK_perpetual_swap,2023-07-01,0.5949255,0.0055342047,6505000.0
37,USDT_LINK_perpetual_swap,2023-08-01,0.41026798,-0.038582265,7646000.0
38,USDT_LINK_perpetual_swap,2023-09-01,0.6049775,0.0053899274,5937000.0
39,USDT_LINK_perpetual_swap,2023-10-01,0.47058973,-0.07118013,8050000.0
40,USDT_LINK_perpetual_swap,2023-12-01,0.6012863,0.06648015,15012000.0
41,USDT_MATIC_perpetual_swap,2023-06-01,0.6303873,0.012265107,888700.0
42,USDT_MATIC_perpetual_swap,2023-07-01,0.6113685,0.007089056,677100.0
43,USDT_MATIC_perpetual_swap,2023-08-01,0.44668627,-0.031156637,702900.0
44,USDT_MATIC_perpetual_swap,2023-09-01,0.56887686,0.00037002776,540500.0
45,USDT_MATIC_perpetual_swap,2023-10-01,0.39713174,-0.03796801,568900.0
46,USDT_MATIC_perpetual_swap,2023-11-01,0.47608146,-0.012678998,670400.0
47,USDT_MATIC_perpetual_swap,2023-12-01,0.6040164,0.020122485,800100.0
48,USDT_SOL_perpetual_swap,2023-06-01,0.6158292,0.036843646,20492000.0
49,USDT_SOL_perpetual_swap,2023-07-01,0.5917301,0.03903038,18729000.0
50,USDT_SOL_perpetual_swap,2023-08-01,0.41615397,-0.0378064,24070000.0
51,USDT_SOL_perpetual_swap,2023-09-01,0.639101,0.0079652425,19334000.0
52,USDT_SOL_perpetual_swap,2023-10-01,0.379381,-0.021301528,23895000.0
53,USDT_SOL_perpetual_swap,2023-11-01,0.4633411,-0.031110898,41561000.0
54,USDT_SOL_perpetual_swap,2023-12-01,0.5970539,0.07001957,59769000.0
55,USDT_XRP_perpetual_swap,2023-06-01,0.54018384,0.036517963,506600.0
56,USDT_XRP_perpetual_swap,2023-07-01,0.60931927,0.023236165,473400.0
57,USDT_XRP_perpetual_swap,2023-08-01,0.41688332,-0.03234463,708000.0
