,StockID,ending_date,up_prob,ret_val,MarketCap
0,USDT_1000SHIB_perpetual_swap,2024-01-01,0.52974606,-0.012051569,10704.0
1,USDT_1000SHIB_perpetual_swap,2024-02-01,0.54431623,0.005205449,9029.0
2,USDT_1000SHIB_perpetual_swap,2024-03-01,0.4400517,0.3462353,17000.0
3,USDT_1000SHIB_perpetual_swap,2024-04-01,0.58231413,-0.07964324,28703.0
4,USDT_1000SHIB_perpetual_swap,2024-05-01,0.6070614,0.00810787,22694.0
5,USDT_ADA_perpetual_swap,2024-01-01,0.5454845,-0.029477732,624200.0
6,USDT_ADA_perpetual_swap,2024-02-01,0.567262,0.013588027,507800.0
7,USDT_ADA_perpetual_swap,2024-03-01,0.45279503,0.030239977,720900.0
8,USDT_ADA_perpetual_swap,2024-04-01,0.5654627,-0.0665274,622300.0
9,USDT_ADA_perpetual_swap,2024-05-01,0.58087236,0.016415263,450800.0
10,USDT_BNB_perpetual_swap,2024-01-01,0.4550469,-0.0069406857,314090000.0
11,USDT_BNB_perpetual_swap,2024-02-01,0.5117687,0.0038307796,300200000.0
12,USDT_BNB_perpetual_swap,2024-03-01,0.49185485,0.007917249,407970000.0
13,USDT_BNB_perpetual_swap,2024-04-01,0.5474737,-0.04346696,576990000.0
14,USDT_BNB_perpetual_swap,2024-05-01,0.5526842,-0.0027036641,562200000.0
15,USDT_DOGE_perpetual_swap,2024-01-01,0.5524432,-0.010204081,92120.0
16,USDT_DOGE_perpetual_swap,2024-02-01,0.5013167,-0.0011340725,79360.0
17,USDT_DOGE_perpetual_swap,2024-03-01,0.4495124,0.018275272,140080.0
18,USDT_DOGE_perpetual_swap,2024-04-01,0.4957699,-0.11256379,205750.0
19,USDT_DOGE_perpetual_swap,2024-05-01,0.5697137,0.013653448,130370.0
20,USDT_LDO_perpetual_swap,2024-01-01,0.488028,-0.016935235,2922900.0
21,USDT_LDO_perpetual_swap,2024-02-01,0.6085018,-0.0051846365,2835300.0
22,USDT_LDO_perpetual_swap,2024-03-01,0.49788707,0.0260181,3359200.0
23,USDT_LDO_perpetual_swap,2024-04-01,0.5765778,-0.0844421,2841000.0
24,USDT_LDO_perpetual_swap,2024-05-01,0.5420896,0.011225589,1950900.0
25,USDT_LINK_perpetual_swap,2024-01-01,0.5201694,-0.023707036,15565000.0
26,USDT_LINK_perpetual_swap,2024-02-01,0.4637609,0.036436543,17208000.0
27,USDT_LINK_perpetual_swap,2024-03-01,0.49568313,0.06712779,20096000.0
28,USDT_LINK_perpetual_swap,2024-04-01,0.56663835,-0.022564158,18392000.0
