,StockID,ending_date,up_prob,ret_val,MarketCap
0,USDT_1000SHIB_perpetual_swap,2023-06-01,0.5960473,0.017251566,8463.0
1,USDT_1000SHIB_perpetual_swap,2023-07-01,0.4870059,0.0010460251,7648.0
2,USDT_1000SHIB_perpetual_swap,2023-08-01,0.4536628,-0.033428166,8436.0
3,USDT_1000SHIB_perpetual_swap,2023-09-01,0.50023264,-0.00836184,7893.0
4,USDT_1000SHIB_perpetual_swap,2023-10-01,0.40487188,-0.027500996,7527.0
5,USDT_1000SHIB_perpetual_swap,2023-11-01,0.40019932,-0.014901076,7986.0
6,USDT_1000SHIB_perpetual_swap,2023-12-01,0.58910686,0.019584429,8374.0
7,USDT_ADA_perpetual_swap,2023-06-01,0.5816346,0.037585735,364500.0
8,USDT_ADA_perpetual_swap,2023-07-01,0.4297719,-0.0013675214,292500.0
9,USDT_ADA_perpetual_swap,2023-08-01,0.4593451,-0.036070853,310500.0
10,USDT_ADA_perpetual_swap,2023-09-01,0.57278794,0.0035280283,255100.0
11,USDT_ADA_perpetual_swap,2023-10-01,0.42188874,-0.023702031,265800.0
12,USDT_ADA_perpetual_swap,2023-11-01,0.44921035,0.050357375,307800.0
13,USDT_ADA_perpetual_swap,2023-12-01,0.5477985,0.036401454,384600.0
14,USDT_BNB_perpetual_swap,2023-06-01,0.58315253,0.007570544,305130000.0
15,USDT_BNB_perpetual_swap,2023-07-01,0.44899884,-0.0053204354,248100000.0
16,USDT_BNB_perpetual_swap,2023-08-01,0.4452435,-0.029081961,247920000.0
17,USDT_BNB_perpetual_swap,2023-09-01,0.5974103,0.0032291277,213680000.0
18,USDT_BNB_perpetual_swap,2023-10-01,0.47237793,-0.0151633145,218290000.0
19,USDT_BNB_perpetual_swap,2023-11-01,0.41765752,0.017093267,228160000.0
20,USDT_BNB_perpetual_swap,2023-12-01,0.559347,0.0030177126,228650000.0
21,USDT_DOGE_perpetual_swap,2023-06-01,0.5896265,0.016386556,71400.0
22,USDT_DOGE_perpetual_swap,2023-07-01,0.44317827,-0.0068593114,68520.0
23,USDT_DOGE_perpetual_swap,2023-08-01,0.38974905,-0.050524432,78180.0
24,USDT_DOGE_perpetual_swap,2023-09-01,0.52713215,-0.0061080656,63850.0
25,USDT_DOGE_perpetual_swap,2023-10-01,0.44973388,-0.018512659,63200.0
26,USDT_DOGE_perpetual_swap,2023-11-01,0.42240176,-0.015498262,69040.0
