,StockID,ending_date,up_prob,ret_val,MarketCap
0,USD_BNB_perpetual_swap,2022-04-01,0.42769918,-0.024406567,448240000.0
1,USD_BNB_perpetual_swap,2022-05-01,0.47699362,-0.0013588001,390050000.0
2,USD_BNB_perpetual_swap,2022-06-01,0.44877434,0.025815036,300600000.0
3,USD_BNB_perpetual_swap,2022-07-01,0.5276785,0.0065983757,216720000.0
4,USD_BNB_perpetual_swap,2022-08-01,0.47159538,0.00014091453,283860000.0
5,USD_BNB_perpetual_swap,2022-09-01,0.4744586,-0.0035561621,278390000.0
6,USD_BNB_perpetual_swap,2022-10-01,0.508268,0.005653111,283030000.0
7,USD_BNB_perpetual_swap,2022-11-01,0.42501372,-0.012922925,324230000.0
8,USD_BNB_perpetual_swap,2022-12-01,0.5269222,0.005780742,292350000.0
9,USD_BTC_perpetual_swap,2022-04-01,0.42667094,-0.0094871735,46273000000.0
10,USD_BTC_perpetual_swap,2022-05-01,0.5006673,0.0016065384,38467800000.0
11,USD_BTC_perpetual_swap,2022-06-01,0.47606888,-0.013670856,30875900000.0
12,USD_BTC_perpetual_swap,2022-07-01,0.501158,-0.0015717398,19278000000.0
13,USD_BTC_perpetual_swap,2022-08-01,0.42352518,-0.0143086305,23314600000.0
14,USD_BTC_perpetual_swap,2022-09-01,0.49571475,-0.008253832,20136100000.0
15,USD_BTC_perpetual_swap,2022-10-01,0.4748558,-0.012820513,19305000000.0
16,USD_BTC_perpetual_swap,2022-11-01,0.40005723,-0.016263776,20481100000.0
17,USD_BTC_perpetual_swap,2022-12-01,0.49660507,0.00691175,16971100000.0
18,USD_DOGE_perpetual_swap,2022-04-01,0.42918777,-0.01817539,141400.0
19,USD_DOGE_perpetual_swap,2022-05-01,0.48428822,-0.0143879475,132750.0
20,USD_DOGE_perpetual_swap,2022-06-01,0.45033637,0.020712612,81110.0
21,USD_DOGE_perpetual_swap,2022-07-01,0.51176137,0.0031616983,66420.0
22,USD_DOGE_perpetual_swap,2022-08-01,0.4280122,-0.032534495,68850.0
23,USD_DOGE_perpetual_swap,2022-09-01,0.5040618,-0.010897436,62400.0
24,USD_DOGE_perpetual_swap,2022-10-01,0.4932456,-0.022438541,60610.0
25,USD_DOGE_perpetual_swap,2022-11-01,0.44257236,-0.10284234,142840.0
26,USD_DOGE_perpetual_swap,2022-12-01,0.5028573,0.0061946902,101700.0
27,USD_ETH_perpetual_swap,2022-04-01,0.40420145,-0.002966174,3455630000.0
28,USD_ETH_perpetual_swap,2022-05-01,0.51962584,0.010252023,2828710000.0
29,USD_ETH_perpetual_swap,2022-06-01,0.4455986,-0.030625671,1892530000.0
30,USD_ETH_perpetual_swap,2022-07-01,0.47760788,0.007799001,1059110000.0
31,USD_ETH_perpetual_swap,2022-08-01,0.4117264,-0.0014677553,1635150000.0
32,USD_ETH_perpetual_swap,2022-09-01,0.496981,-0.0052679004,1586970000.0
33,USD_ETH_perpetual_swap,2022-10-01,0.4962245,-0.026690664,1311320000.0
34,USD_ETH_perpetual_swap,2022-11-01,0.42690152,-0.038073234,1579850000.0
35,USD_ETH_perpetual_swap,2022-12-01,0.5370146,0.015737664,1275920000.0
